Time,Category,Headline,Full_Text,URL,Sentiment_analysis,Passes_treshold
29.12. 09:54,Weather,News,"Reports of power outages began as the storm swept in on Saturday. Tens of thousands of customers across a large swathe of southwestern and western Finland remained without power on Monday morning, following damage caused by Storm Hannes over the weekend. Reports of power outages began as the storm swept in on Saturday. The number of outages grew as the storm continued its path of destruction, taking down trees and power lines. As of around 9:30 am on Monday, there were still more than 33,000 customers without power, according to Finnish Energy's power outage map. Households in Central Ostrobothnia, as well as the Pirkanmaa region, were particularly affected by the storm. Earlier on Monday there were still more than 7,400 households in Pirkanmaa without power. According to local energy firm Elenia, the damage caused by Hannes was the firm's biggest disruption in the past decade. Further west and north, in Central Ostrobothnia, many trees had fallen on power lines during the storm, according to local electricity company Korpelan Voima. The firm said that customer calls about power outages had overwhelmed their phone lines on Sunday. As of early Monday morning, the most households in the area still without electricity were in Kokkala (1,600). Rescue services in Central Ostrobothnia were busy throughout the weekend, day and night, responding to several hundred calls. Their main tasks included clearing trees from roads, buildings and power lines. According to local authorities, the clearing work is expected to continue this week, at the minimum. According to forest management associations in South and Central Ostrobothnia, the damage caused by the storm will easily amount to at least hundreds of thousands of euros.",https://yle.fi/a/74-20201700,"[{'label': '1 star', 'score': 0.5056819319725037}]",0
28.12. 09:46,Weather,News,"Air traffic has resumed at Finland's northern airports. Storm Hannes battered Finland overnight, inflicting unusually severe damage in areas serviced by electricity network operator Elenia. Powerful gusts on Saturday night felled trees, severed power lines and disrupted transport. For Elenia, the storm triggered the most severe outage in a decade. Conditions eased around 9am on Sunday. According to the Finnish Meteorological Institute (FMI), the storm's effects persisted into Sunday morning, particularly in south-western sea areas, where gale-force winds continued. On Sunday morning, more than 105,000 households were without electricity, down from a peak of over 180,000. Emergency services along the western coast have handled well over a thousand storm-related incidents. Air traffic has resumed at airports in Rovaniemi, Kittilä and Ivalo. In neighbouring Sweden, several train and ferry services scheduled for Saturday were cancelled, and bridges were closed to traffic.",https://yle.fi/a/74-20201613,"[{'label': '1 star', 'score': 0.5466340780258179}]",0
9.2. 12:40,Finland / Domestic,News,"The NGO's review included Mehiläinen, Terveystalo, Attendo, Pihlajalinna, Coronaria and Esperi Care. Finnish healthcare firms dodge taxes using a variety of methods, according to a report by Finnwatch, a group focusing on corporate social responsibility. A common tactic for them is to purchase medical services through doctors' own companies, converting wages into more lightly taxed dividends. The NGO's review included Mehiläinen, Terveystalo, Attendo, Pihlajalinna, Coronaria and Esperi Care. While private Finnish healthcare companies have steered clear of aggressive international tax planning, they do reduce their tax bills by using employee funds and converting earned income into dividend payouts. Twenty percent of any withdrawal from an employee fund is tax-free. According to Tero Määttä at the Finnish Tax Administration, this reduces tax revenue, but even so, the companies are complying with the law. Finnwatch noted these firms often purchase physicians' services through the doctors' own limited companies, thereby reducing personal taxation Määttä noted that such arrangements are nothing new. According to Finnwatch, highly paid doctors can sharply reduce their tax rate by invoicing their work through a limited company. The tax office did not comment on any moral dimension or on whether the actions of the healthcare giants are fair from the perspective of lower-paid healthcare staff. Yle News' All Points North podcast asked if private health insurance has become necessary in Finland today.",https://yle.fi/a/74-20209129,"[{'label': '1 star', 'score': 0.37037235498428345}]",0
8.2. 09:53,Finland / Domestic,News,"The fire will likely completely destroy the Jokioinen Leipä bread factory in Kanta-Häme, according to the firm's managing director. A large fire that broke out at the Jokioinen Leipä bread factory in Kanta-Hame early on Sunday morning will likely completely destroy the facility, according to the head of the company. According to Jokioinen Leipä's managing director, Mikko Virtanen, a fire alarm at the factory sounded at 4:30am on Sunday. ""After the alarm went off, we arrived at the site on our own. We managed to extinguish the fire from outside before rescue services arrived, but by that time it had spread to the wall structures,"" Virtanen said. In a statement issued just after 10am on Sunday, the Häme Police Department said it has opened an arson investigation into the blaze and that investigators have not ruled out the possibility of foul play. The statement noted that the fire did not cause any personal injuries. The factory is located in the Kanta-Hame region's municipality of Jokioinen, about 120km north-west of Helsinki. As of around 9:30am, there were no reports of injuries at the site. According to a local public advisory, billowing smoke from the fire is hazardous to people's health. It advised people in the area to stay indoors, turn off ventilation systems and to wait for an announcement that the hazardous situation has ended. Traffic advisory agency Fintraffic has warned that smoke from the blaze was reducing visibility on some stretches of highway 10. Firefighting efforts continued throughout Sunday morning, and efforts to extinguish the blaze will likely continue for a long time, according to rescue services. ""It looks like our facility will be completely destroyed today. We're talking about extensive damage,"" Virtanen told Yle. Jokioinen Leipä is a family-run bakery business that was founded in 1983. Its previous premises burned down in 2013, after which the current facility was constructed at the same location on Leivänkuja road. According to the company's website the bakery has around 140 employees. Updated at 12:00pm on 8 February 2025 to add new video and photo, while an earlier update added that police have opened an investigation into the fire.",https://yle.fi/a/74-20208968,"[{'label': '1 star', 'score': 0.44894465804100037}]",0
7.2. 16:23,Finland / Domestic,News,"Since 2007, sperm and egg donation in Finland has not been anonymous. The first children conceived since then are reaching adulthood, granting them the right to learn the identity of their donor. In Finland, it has for several years no longer been possible to donate gametes anonymously. The Act on Assisted Fertility Treatments, which entered into force in September 2007, requires that all donors be registered in a database maintained by the Finnish Supervisory Agency. The register contains the donor's first and last name, date of birth and nationality. Even before 2007, donors could consent to having their details recorded, but back then, it was voluntary. The first children conceived under the current regulatory framework will turn 18 this year. According to the Finnish Institute for Health and Welfare (THL), 402 children were born as a result of treatments using donated gametes in 2007. Antti Perheentupa, a reproductive medicine expert at Turku University Hospital, said that the reform initially caused widespread concern within the field. ""We thought that no one would want to become a donor anymore. For a time, the number of donors did drop, but when we spoke publicly in the media about the problem, the situation improved,"" he said According to Perheentupa, the rationale for banning anonymous donation was that children conceived this way should have the right to know about their genetic background and biological origins. Perheentupa said it is difficult to estimate how many will choose to exercise the right to find out the identity of their donor. Today, around 800 children are born in Finland each year with the help of donated sperm and egg cells.",https://yle.fi/a/74-20208912,"[{'label': '1 star', 'score': 0.3818133473396301}]",0
7.2. 12:34,Finland / Domestic,News,"Misuse can quickly cause permanent harm, Fimea says. Finland's medicines agency (Fimea) is warning about social media challenges involving over-the-counter drugs, as the consequences can be life threatening. Some challenges circulating on social media have involved paracetamol and acetylsalicylic acid. Paracetamol, commonly used for pain relief and fever reduction, is safe when taken in the correct dose, but even a slight overdose can cause serious liver damage, Fimea said in a statement. Acetylsalicylic acid, commonly known as aspirin, also has blood-thinning properties. ""High doses or prolonged use of acetylsalicylic acid can cause stomach and intestinal problems, and in some cases potentially life-threatening gastrointestinal bleeding,"" said Piia Vuorela, a director at Fimea. She said that adults should talk with children and teens about the social media challenges and the risks associated with medicines. Yle News' All Points North podcast looked at moves to ban social media for kids in Finland.",https://yle.fi/a/74-20208900,"[{'label': '1 star', 'score': 0.4401070773601532}]",0
6.2. 11:28,Finland / Domestic,News,"Rescuers located the victims using tracking devices, but they were already dead. Two Finns, between the ages of 50 and 60, have died in an avalanche in northern Italy, according to Italian public broadcaster RAI. The accident occurred on Thursday afternoon near the Solda ski resort in South Tyrol, close to the Swiss border. The victims were backcountry skiers, according to RAI. One other Finnish skier survived. Helicopter-bound rescuers, en route to a separate avalanche, spotted someone digging in the snow and used beacons to locate the victims, who were found dead. One victim was found 60 centimetres beneath the snow, the other 1.5 metres deep. Avalanches are common in the area, RAI noted. The Finnish Foreign Ministry has confirmed the incident.",https://yle.fi/a/74-20208719,"[{'label': '1 star', 'score': 0.3667033910751343}]",0
6.2. 10:35,Finland / Domestic,News,"Finland will admit 50 Venezuelans from Peru as part of its annual refugee quota. The government has confirmed its 2026 refugee quota, keeping it unchanged from the past two years. Finland admits 500 quota refugees annually. This year, that figure includes 150 Afghans from Iran, 120 Congolese from Rwanda and 100 Syrians from Turkey. In addition, Finland will admit 50 Venezuelans from Peru, 30 evacuees from Libya via Rwanda, and 50 emergency cases without nationality or regional restrictions. Last year's quota distribution sparked debate in Finland after the Non-Discrimination Ombudsman suggested the Interior Ministry's political leadership was prioritising Christian asylum seekers. The Chancellor of Justice ultimately found the preparation of the allocation flawed but determined that religion had not been used unlawfully as a criterion.",https://yle.fi/a/74-20208705,"[{'label': '1 star', 'score': 0.4163690507411957}]",0
6.2. 09:12,Finland / Domestic,News,"Even as gold retreats from record highs, Finns continue cashing in on the precious metal. In an interview with Helsingin Sanomat, EU foreign policy chief Kaja Kallas said Europe should begin a discussion about developing its own nuclear deterrent. She argued that nuclear deterrence could feature in future debates, given the current security environment and the reality that nuclear weapons remain the only effective deterrent. At the same time, HS noted, Kallas spoke cautiously and stressed the risks associated with nuclear proliferation. Within Europe, only France and Britain have nuclear weapons, while several countries are bound by treaties aimed at limiting their spread. Kallas, a former Estonian prime minister, was in Finland on Thursday. An explosion struck a cargo ship, MSC Giada III bound for St Petersburg in the Gulf of Finland on Wednesday, reports Ilta-Sanomat, citing The Moscow Times and the investigative site Insider. The Liberian-flagged vessel was travelling from Antwerp to St Petersburg and carried a crew of 22. The captain is Russian, while the rest of the crew are from Myanmar. Ukrainian outlet United24 claims the MSC Giada III forms part of Russia's so-called shadow fleet. These are ageing vessels often sailing under flags of convenience and used to circumvent Western sanctions. The ship had reportedly been observed earlier this year close to the Turkish coast in the Black Sea. Vans touring Finland to buy scrap gold are an increasingly common sight, even in small towns. Markus Rasimus, Lapland regional manager at Suomen Kultareservi, told Maaseudun Tulevaisuus that supplies show little sign of drying up, with sellers offering up everything from dental gold to bullion. Gold prices, which have risen steadily, briefly hit a record $5,600 an ounce last Thursday before falling 12 percent the following day. Typical sellers are women over 50, though younger people — often cashing in inherited jewellery — are also active. Individual transactions now commonly fetch 1,500–3,000 euros, as fewer young Finns choose to wear gold jewellery, preferring the cash instead.",https://yle.fi/a/74-20208675,"[{'label': '1 star', 'score': 0.30282557010650635}]",0
3.2. 12:45,Finland / Domestic,News,"Finland appears in US State Department cables on Greenlan, obtained by Politico. Finland features in US State Department dispatches obtained by Politico which relate to Greenland. ""The Finns were desperate to prevent a trade war over the island,"" Politico wrote of diplomatic exchanges in the aftermath of Donald Trump's demands to acquire Greenland. According to Politico, Finnish Foreign Minister Elina Valtonen (NCP) told visiting members of the United States Congress that the deployment of a few Finnish soldiers to Greenland had been a ""misunderstanding."" The claim appears in a diplomatic cable sent from the US embassy in Helsinki on 20 January. The foreign ministry has rejected this account, saying Finland's dispatch of officers to Greenland was not the result of any misunderstanding. In January, Finland said it would send two liaison officers to Greenland to explore training opportunities. The announcement came just days after the White House had indicated that the United States was also considering military options related to Greenland. According to the online publication, Valtonen came across as eager to calm tensions. It cited Valtonen as saying Finland had no plans of any kind to do anything ""against the Americans,"" adding that ""a couple of guys"", referring to the Finnish officers in Greenland, had already returned to Finland. Politico also suggested Valtonen downplayed the European Union's threat of retaliatory tariffs, describing it as a ""negotiating tactic"" and said she intended to press the bloc to ""do anything to prevent a trade war."" ""Let's not get a divorce,"" Valtonen said, according to one cable, ""especially not a messy one."" In mid-January, Trump threatened to impose tariffs on countries that refused to comply with his demand concerning Greenland. Politico said the Finnish leadership did not respond to a request for comment. The cables exposed by Politico also highlight China's apparent hope that Trump's demand would drive a wedge between Europe and the United States. Politico noted that the exchanges, more than anything, underscore how important the US remains to Europe.",https://yle.fi/a/74-20208031,"[{'label': '1 star', 'score': 0.37224480509757996}]",0
25.1. 14:29,Business,News,"Regularly scheduled maintenance went wrong on Sunday morning, as services were to have come back online. The bank said in the afternoon that services were ""being brought back into use gradually"". One of Finland’s biggest banking groups, Nordea, apologised to customers on Sunday as planned maintenance work dragged on longer than expected due to an ""unexpected technical fault"". After 3pm, the bank said it had the maintenance work and that services were ""being brought back into use gradually"". Services were originally supposed to be returned to normal as of 9am, but still persisted into the afternoon. Nordea said in the morning that the problem had been ""localised"" and that services would be restored as soon as possible. However it did not indicate when operations might return to normal. The Downdetector service, which tracks online glitches, showed a spike in Finnish Nordea outage reports on Sunday morning, followed by another peak in the early afternoon. After 3pm, the number of reports dropped. In the meantime, Nordea said some services were ""functioning in a limited capacity"". It warned of occasional interruptions in card payments, and said that cash withdrawals should work via the checkouts at K grocery shops, Tokmanni discount stores and R-kiosks. The bank apologised for the inconvenience caused to customers due to the open-ended extension of maintenance work. 3.25pm: Updated with announcement of restoration of services.",https://yle.fi/a/74-20206319,"[{'label': '1 star', 'score': 0.4023381769657135}]",0
20.1. 14:01,Business,News,"The financial group said it is able to redeem the funds due to glimpses of recovery in the real estate market. OP Pohjola is opening two of its real estate funds for redemption, according to the Finnish financial giant. Many small-time investors have been waiting for such an announcement, as the bank had suspended investor cash-outs of real estate funds more than a year ago, due to weak sales in the sector. OP was among a number of banks that suspended redemptions of real estate funds. According to OP, it is now able to redeem the funds due to glimpses of recovery in the real estate market. OP said that its Public Services Real Estate Fund and Rental Yield Fund would be opened for redemption on Tuesday. ""We see that the real estate market situation has now stabilised to the point where we can start fund subscriptions and redemptions,"" OP said in a press release.",https://yle.fi/a/74-20205392,"[{'label': '1 star', 'score': 0.517555296421051}]",0
19.1. 11:46,Business,News,"The corporate giants told Yle they are not making comments ahead of releasing their financial results. Five of Finland's six biggest listed companies replied to Yle regarding US President Donald Trump's latest tariff threats. Among the Finnish firms that responded were Kone, Wärtsilä, UPM-Kymmene and Valmet, all of which count the United States as an important export market. None was prepared to speculate. Each declined to comment, citing the quiet period, a convention under which listed companies refrain from discussing financial performance, markets or prospects in the 30 days before publishing results. The American president has warned of an additional 10 percent levy on imports from eight European countries should he fail to secure Greenland, either by purchase or by force. In addition to Finland, these countries are Denmark, Sweden, Norway, Germany, France, the Netherlands and Britain. So far, the US Supreme Court has yet to rule on the legality of Trump's proposed increases in import tariffs.",https://yle.fi/a/74-20205105,"[{'label': '1 star', 'score': 0.6130457520484924}]",0
16.1. 10:31,Business,News,"Bankruptcy filings are up across nearly all sectors, according to Statistics Finland. The number of bankruptcies in Finland has continued to rise for the past three years, new data shows. According to Statistics Finland, just over 3,900 companies filed for bankruptcy last year — the largest figure seen since 1996, which came after years of a serious economic crisis. Last year's bankrupt companies employed around 14,300 people. StatFin reported that 360 bankruptcy proceedings were initiated in December 2025, or 92 more than the same month the previous year — a 34 percent increase. The number-crunching agency said that the recent larger wave of bankruptcies began a few years ago. An average of 3,600 companies have filed for bankruptcy annually since 2023. The yearly average during the 2010s was around 2,700 companies. According to the agency's senior statistician, Mira Kuussaari, last year's annual bankruptcy figure has been higher just three times during the 2000s: during the global financial crisis of 2009, in 2013 and then in 2023, when the current wave of bankruptcies began. However, the number of employees affected by companies going bust suggests that it is mostly SMEs that are being affected, on average, she explained. The agency reported that the largest number of firms filing for bankruptcy were in the construction sector — a total of 768. However, according to Kuusisari, the number of construction companies filing for bankruptcy peaked in 2023. ""In practically all other sectors, the trend has been upward,"" she said in a press release.",https://yle.fi/a/74-20204686,"[{'label': '1 star', 'score': 0.439529687166214}]",0
7.1. 12:25,Business,News,"The prospective buyers include US petroleum company Chevron and private equity firm Quantum Capital Group, according to the Financial Times. US petroleum company Chevron and the private equity firm Quantum Capital Group plan to buy the international assets of Lukoil, the sanctioned Russian oil company, according to the Financial Times. If the deal goes through, the two companies aim to share the assets, which are said to be valued at around 22 billion US dollars, the UK-based business paper said, citing unspecified sources. It reported that Quantum was leading the bidding process for Lukoil's gas and oil production, refineries and more than 2,000 petrol stations across Europe, Asia and the Middle East. That deal would also include Lukoil's petrol station chain Teboil, which until fairly recently continued to operate across Finland. However, Teboil announced that it was shutting down its operations in Finland in November, following the difficulties caused by US sanctions against Russian oil companies, including Lukoil and Rosneft, in October. According to FT, the US Treasury Department has given the companies until January 17 to negotiate the deal, which also requires the approval of US President Donald Trump. The business paper noted that American equity firm Carlyle Group and Dubai-based investment outfit International Holding Company were also bidding on Lukoil.",https://yle.fi/a/74-20202924,"[{'label': '1 star', 'score': 0.3517509400844574}]",0
2.1. 12:06,Business,News,"In a survey, a fifth of respondents said they consciously take a break from alcohol consumption at one or more points during the year. Sales of non-alcoholic beverages have risen at a record pace in Finland, the state alcohol monopoly Alko said on Friday. Alko sold over 850,000 litres of non-alcoholic beverages last year, an increase of 40 percent from the year before. About a decade ago, the firm sold approximately 186,000 litres of non-alcoholic beverages annually — meaning there has been a five-fold increase in sales over the past 10 years. Worldwide, the non-alcoholic beverage market grew by approximately nine percent last year, Alko noted in a press release. ""We are constantly striving to introduce new, interesting non-alcoholic alternatives alongside traditional alcoholic beverages, as is well suited to Alko's core mission of preventing alcohol-related harm,"" Product Group Manager Mika Kauppinen said in the statement. Alko was set up by the Finnish state in 1932. It was given the exclusive right to import, export, manufacture and sell alcoholic beverages after Finland's period of prohibition was repealed. In a survey commissioned by Alko, a fifth of respondents said they consciously take a break from alcohol consumption at one or more points during the year. Nearly half of respondents said that alcohol impairs the quality of their sleep, while almost one-third said they want to reduce their consumption in general. Customers said they particularly choose non-alcoholic drinks when attending a party but planning to drive (64%), taking a sauna (40%) or relaxing at home (31%). About 700 people responded to the survey last month. A new tax on alcohol that took effect on New Year's Day raised the price of a bottle of beer by a few cents and a bottle of wine by around 50 cents.",https://yle.fi/a/74-20202296,"[{'label': '1 star', 'score': 0.38151484727859497}]",0
