Time,Category,Headline,Full_Text,URL,Sentiment_analysis,Passes_treshold
3.11. 09:05,All Points North,News,"APN wants to clear up the confusion surrounding the latest changes to the Citizenship Act. Finland's parliament recently approved a bill that will further tighten the rules around obtaining Finnish citizenship. The latest changes relate to an applicant's financial self-sufficiency as well as their ""integrity"" — meaning the committing of offences or crimes — and they make up the second phase of the government's three-step strategy aimed at making it more difficult to get a Finnish passport. The first phase focused on the amount of time an applicant should live in Finland before applying for citizenship, while the third will see the introduction of a citizenship test. The reform has however led to much confusion among Finland's immigrant population about if and how it relates to their citizenship applications. All Points North therefore wants to collate the questions our listeners have and find the answers. We also want to hear from people affected by the law changes. Will the changes prevent you from obtaining citizenship? What do you think about the reform? You can submit your questions or comments via WhatsApp on +358 44 421 0909 or you can send us an email, allpointsnorth@yle.fi.",https://yle.fi/a/74-20190622,"[{'label': '4 stars', 'score': 0.32513678073883057}]",1
3.11. 09:05,All Points North,News,"APN wants to clear up the confusion surrounding the latest changes to the Citizenship Act. Finland's parliament recently approved a bill that will further tighten the rules around obtaining Finnish citizenship. The latest changes relate to an applicant's financial self-sufficiency as well as their ""integrity"" — meaning the committing of offences or crimes — and they make up the second phase of the government's three-step strategy aimed at making it more difficult to get a Finnish passport. The first phase focused on the amount of time an applicant should live in Finland before applying for citizenship, while the third will see the introduction of a citizenship test. The reform has however led to much confusion among Finland's immigrant population about if and how it relates to their citizenship applications. All Points North therefore wants to collate the questions our listeners have and find the answers. We also want to hear from people affected by the law changes. Will the changes prevent you from obtaining citizenship? What do you think about the reform? You can submit your questions or comments via WhatsApp on +358 44 421 0909 or you can send us an email, allpointsnorth@yle.fi.",https://yle.fi/a/74-20190622#comments,"[{'label': '4 stars', 'score': 0.32513678073883057}]",1
31.10. 18:56,All Points North,News,"The All Points North podcast unpacks claims that deep-cover Russian agents are hidden in plain sight. Finland's relationship with Russia has always been complicated, and Nato membership has raised the stakes. The show explores a former CIA officer's recent claims that Russia continues to send ""illegals"" — deep-cover agents who live ordinary lives while carrying out secret missions — into Finland and other Nato countries. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. Finland has a long history of espionage dating back to the Cold War, when Helsinki served as a training ground for Soviet agents. In this episode, we hear how key Finnish figures were assigned ""pet Russians"" and how espionage was used to gain access to Western technology, though, as it often turned out, the story behind the spy games was more complicated than it seemed. The Finnish Security and Intelligence Service (Supo) also weighs in on how concerns have shifted to hybrid tactics, rather than conventional military incursions. Zena Iovino produced and presented this episode of All Points North. The sound engineer was Pasi Ilkka. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi.",https://yle.fi/a/74-20191365,"[{'label': '4 stars', 'score': 0.49826937913894653}]",1
24.10. 15:09,All Points North,News,"Many people who've moved to Finland did it for love. All Points North learns about the joys and hardships people experience as they make the country their home. This week the All Points North podcast looks at the experiences of people who've moved to Finland from abroad — and decided to stay — because they fell in love with a Finn. We hear from marriage and family therapist Therese Sprinkel, who helps multicultural couples work through issues they face. ""The real challenges they meet have to do with how their identity changes once they're here in Finland. So, if they meet a partner in some other location — and even if they both thoughtfully choose to move to Finland — probably neither one of them realise how much their identity is going to change once they come to a different society,"" Sprinkel explained. The show also features many vignettes from audience members who shared their personal stories and insights about life in their adopted country. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. ""We've been married now for 55 years. Living in Finland for 49 of that period, three children, four grandchildren now. Finland's been very, very good to me, gave me a university position, a lectureship first, and then a permanent post after two years,"" said Michael, who moved to the country from Ireland in 1968. ""Accepting to marry him and move here are the only two good decisions I've ever made in my life. I really love the culture, not the drinking part though. I love the people. They are actually very super friendly, and I love that there is no small talk,"" Elizabeth told the podcast. Mark B. Odom produced and presented this episode of All Points North. The sound engineer was Matias Puumala.",https://yle.fi/a/74-20190229,"[{'label': '4 stars', 'score': 0.5191364884376526}]",1
24.10. 15:09,All Points North,News,"Many people who've moved to Finland did it for love. All Points North learns about the joys and hardships people experience as they make the country their home. This week the All Points North podcast looks at the experiences of people who've moved to Finland from abroad — and decided to stay — because they fell in love with a Finn. We hear from marriage and family therapist Therese Sprinkel, who helps multicultural couples work through issues they face. ""The real challenges they meet have to do with how their identity changes once they're here in Finland. So, if they meet a partner in some other location — and even if they both thoughtfully choose to move to Finland — probably neither one of them realise how much their identity is going to change once they come to a different society,"" Sprinkel explained. The show also features many vignettes from audience members who shared their personal stories and insights about life in their adopted country. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. ""We've been married now for 55 years. Living in Finland for 49 of that period, three children, four grandchildren now. Finland's been very, very good to me, gave me a university position, a lectureship first, and then a permanent post after two years,"" said Michael, who moved to the country from Ireland in 1968. ""Accepting to marry him and move here are the only two good decisions I've ever made in my life. I really love the culture, not the drinking part though. I love the people. They are actually very super friendly, and I love that there is no small talk,"" Elizabeth told the podcast. Mark B. Odom produced and presented this episode of All Points North. The sound engineer was Matias Puumala.",https://yle.fi/a/74-20190229#comments,"[{'label': '4 stars', 'score': 0.5191364884376526}]",1
21.10. 11:53,All Points North,News,"We want to hear about the ups, downs and other experiences that multicultural couples in Finland deal with. Did you move to Finland because you fell in love with a Finn? If so, we want to hear from you! This week's All Points North podcast explores the ups, the downs and everything in between that multicultural couples in Finland deal with. Historically, multicultural marriages don't last as long compared to their fully domestic counterparts. At the same time, Finland's divorce rate is relatively high — but many Finn-foreigner couples do survive the tests of time. We want to hear from people who have been through — or are starting — those experiences. Ideally we'd like to hear all sides of the story. After you met your significant other, how did cultural and background differences affect the relationship? Were they challenging, a relief or a combination? Even the most fiery romances see the lustre of love dull after a while. What happened to your relationship after life in Finland became more routine? Would you recommend that your friends seek out love with a Finn? To share your stories and experiences, you can leave a comment below. You can also send them by email: allpointsnorth@yle.fi, or leave a text or voice message on WhatsApp: +358 44 421 0909. Please mention whether you would be interested in participating in the show — we might record your comments during a brief video conference. Again, it would be great if both partners take part. The sooner you get in touch with us the better, as the audience participation deadline is on Thursday at noon.",https://yle.fi/a/74-20189524,"[{'label': '4 stars', 'score': 0.5376553535461426}]",1
21.10. 11:53,All Points North,News,"We want to hear about the ups, downs and other experiences that multicultural couples in Finland deal with. Did you move to Finland because you fell in love with a Finn? If so, we want to hear from you! This week's All Points North podcast explores the ups, the downs and everything in between that multicultural couples in Finland deal with. Historically, multicultural marriages don't last as long compared to their fully domestic counterparts. At the same time, Finland's divorce rate is relatively high — but many Finn-foreigner couples do survive the tests of time. We want to hear from people who have been through — or are starting — those experiences. Ideally we'd like to hear all sides of the story. After you met your significant other, how did cultural and background differences affect the relationship? Were they challenging, a relief or a combination? Even the most fiery romances see the lustre of love dull after a while. What happened to your relationship after life in Finland became more routine? Would you recommend that your friends seek out love with a Finn? To share your stories and experiences, you can leave a comment below. You can also send them by email: allpointsnorth@yle.fi, or leave a text or voice message on WhatsApp: +358 44 421 0909. Please mention whether you would be interested in participating in the show — we might record your comments during a brief video conference. Again, it would be great if both partners take part. The sooner you get in touch with us the better, as the audience participation deadline is on Thursday at noon.",https://yle.fi/a/74-20189524#comments,"[{'label': '4 stars', 'score': 0.5376553535461426}]",1
10.10. 16:02,All Points North,News,"British magazine Time Out ranked Vallila as the ninth coolest neighbourhood in the entire world. Kallio has long been considered Helsinki's stereotypically cool neighbourhood, but nearby Vallila seems to be reaching for that title. British magazine Time Out ranked Vallila as the ninth coolest neighbourhood in the entire world. All Points North followed up with travel journalist Antti Helin, who penned Vallila's write-up. ""What's very nice about Puu-Vallila is it's not touristy at all. In any other city in the world, if you would have this picturesque wooden village so close to the city centre, there would be a ton of tourist shops, cafes and bars,"" Helin told APN. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. APN also spoke with residents in Kallio and Vallila to get their opinions on Helsinki's cityscape. ""I think what makes Helsinki special is that it's like combination of different villages,"" Kallio resident and content creator Matti Lehto told APN. ""I like the convenience of the neighbourhood and I like the fact that you have some you have some bars, that you have some parks, there's a lot of diversity there,"" Vallila resident and Yle Kioski creator Jaakko Keso said. For a weekly roundup of the top stories from Finland, as well as an Yle Areena tip, sign up for Yle's newsletter with your Yle ID. Matthew Schilke presented this episode of All Points North. The sound engineer was Katja Kostiainen. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20187713,"[{'label': '4 stars', 'score': 0.3595444858074188}]",1
10.10. 16:02,All Points North,News,"British magazine Time Out ranked Vallila as the ninth coolest neighbourhood in the entire world. Kallio has long been considered Helsinki's stereotypically cool neighbourhood, but nearby Vallila seems to be reaching for that title. British magazine Time Out ranked Vallila as the ninth coolest neighbourhood in the entire world. All Points North followed up with travel journalist Antti Helin, who penned Vallila's write-up. ""What's very nice about Puu-Vallila is it's not touristy at all. In any other city in the world, if you would have this picturesque wooden village so close to the city centre, there would be a ton of tourist shops, cafes and bars,"" Helin told APN. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. APN also spoke with residents in Kallio and Vallila to get their opinions on Helsinki's cityscape. ""I think what makes Helsinki special is that it's like combination of different villages,"" Kallio resident and content creator Matti Lehto told APN. ""I like the convenience of the neighbourhood and I like the fact that you have some you have some bars, that you have some parks, there's a lot of diversity there,"" Vallila resident and Yle Kioski creator Jaakko Keso said. For a weekly roundup of the top stories from Finland, as well as an Yle Areena tip, sign up for Yle's newsletter with your Yle ID. Matthew Schilke presented this episode of All Points North. The sound engineer was Katja Kostiainen. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20187713#comments,"[{'label': '4 stars', 'score': 0.3595444858074188}]",1
3.10. 15:39,All Points North,News,"We head to the stage to hear how young migrants are turning their difficult journeys into powerful stories. What's it like to arrive in Finland as a minor with no parents? In this episode of All Points North, we explore a youth theatre production where young people from Afghanistan, Somalia, Syria, Kurdistan and Ukraine turn their challenging journeys into stories of resilience and belonging. The show also touches on bigger migration issues in Finland, like the uncertain futures of these young performers who arrived here as unaccompanied minors. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. ""In this society, we often talk about integration as a problem-oriented discussion, but here it's also our source of power — plurality — that everybody is so different and they come from different cultures,"" Jussi Lehtonen, head of communities and engagement at the Finnish National Theatre, told APN. Performers like Rozkin, Ada and Rizz bring their own stories to the stage, giving us a glimpse into what it's like to adapt and settle in a new country, ultimately finding their place in Finnish society. For a weekly roundup of the top stories from Finland, as well as an Yle Areena tip, sign up for Yle's newsletter with your Yle ID. Zena Iovino produced and presented this episode of All Points North. The sound engineer was Katri Koivula. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20186374,"[{'label': '4 stars', 'score': 0.41848620772361755}]",1
3.10. 15:39,All Points North,News,"We head to the stage to hear how young migrants are turning their difficult journeys into powerful stories. What's it like to arrive in Finland as a minor with no parents? In this episode of All Points North, we explore a youth theatre production where young people from Afghanistan, Somalia, Syria, Kurdistan and Ukraine turn their challenging journeys into stories of resilience and belonging. The show also touches on bigger migration issues in Finland, like the uncertain futures of these young performers who arrived here as unaccompanied minors. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. ""In this society, we often talk about integration as a problem-oriented discussion, but here it's also our source of power — plurality — that everybody is so different and they come from different cultures,"" Jussi Lehtonen, head of communities and engagement at the Finnish National Theatre, told APN. Performers like Rozkin, Ada and Rizz bring their own stories to the stage, giving us a glimpse into what it's like to adapt and settle in a new country, ultimately finding their place in Finnish society. For a weekly roundup of the top stories from Finland, as well as an Yle Areena tip, sign up for Yle's newsletter with your Yle ID. Zena Iovino produced and presented this episode of All Points North. The sound engineer was Katri Koivula. If you have any questions or want to share your thoughts, contact us via WhatsApp at +358 44 421 0909 or at yle.news@yle.fi and allpointsnorth@yle.fi. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20186374#comments,"[{'label': '4 stars', 'score': 0.41848620772361755}]",1
22.9. 11:33,All Points North,News,"We're devoting an episode of the All Points North podcast to this important issue and want to highlight your experiences. A study in 2021 found that immigrants in Finland were more than twice as likely to develop mental health disorders than their native counterparts. Despite this, immigrants have been found to use and access mental health services less than the general population. We're devoting an episode of the All Points North podcast to this important issue and want to highlight your experiences. We want to hear from immigrants in Finland who have considered, sought or received help with mental health issues. What was it like? Were you able to get the help you needed? How much did it end up costing? Did you notice things that could be improved? We understand that mental health issues are a very private matter to most people. But we can quote you entirely anonymously, if we can verify your identity confidentially. In other words, you can participate without revealing who you are. If you don't want to use your voice to tell the story, we can also read aloud your written experiences. If you'd like to share, please leave a comment below — or if you prefer, contact us at allpointsnorth@yle.fi so we can arrange a more private conversation. Alternatively, you can leave us a voice message (which can be altered to disguise your voice) on WhatsApp, at: +358 44 421 0909. We look forward to hearing from you! Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20184257,"[{'label': '4 stars', 'score': 0.31560057401657104}]",1
22.9. 11:33,All Points North,News,"We're devoting an episode of the All Points North podcast to this important issue and want to highlight your experiences. A study in 2021 found that immigrants in Finland were more than twice as likely to develop mental health disorders than their native counterparts. Despite this, immigrants have been found to use and access mental health services less than the general population. We're devoting an episode of the All Points North podcast to this important issue and want to highlight your experiences. We want to hear from immigrants in Finland who have considered, sought or received help with mental health issues. What was it like? Were you able to get the help you needed? How much did it end up costing? Did you notice things that could be improved? We understand that mental health issues are a very private matter to most people. But we can quote you entirely anonymously, if we can verify your identity confidentially. In other words, you can participate without revealing who you are. If you don't want to use your voice to tell the story, we can also read aloud your written experiences. If you'd like to share, please leave a comment below — or if you prefer, contact us at allpointsnorth@yle.fi so we can arrange a more private conversation. Alternatively, you can leave us a voice message (which can be altered to disguise your voice) on WhatsApp, at: +358 44 421 0909. We look forward to hearing from you! Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20184257#comments,"[{'label': '4 stars', 'score': 0.31560057401657104}]",1
16.9. 10:31,All Points North,News,"From being told learning Finnish is essential for integration to hearing 'it’s too difficult, don’t bother,' many newcomers to Finland are left unsure which path to take. Update: A massive thank you to the hundreds of people who contributed to this discussion! Our latest episode, APN Podcast: What's the point of learning Finnish?, is now live. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. How important is learning Finnish? Is it the central block to building a life in Finland? Or can you get by perfectly fine in English? We want to hear about your experiences, as we attempt to answer this quite divisive question in this week's episode of All Points North. Let us know your thoughts in the comments below, or if you'd like us to get in touch with you, feel free to drop us a line at allpointsnorth@yle.fi. We also welcome messages and especially voice notes via WhatsApp on +358 44 421 0909. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20183150,"[{'label': '5 stars', 'score': 0.4874196946620941}]",1
16.9. 10:31,All Points North,News,"From being told learning Finnish is essential for integration to hearing 'it’s too difficult, don’t bother,' many newcomers to Finland are left unsure which path to take. Update: A massive thank you to the hundreds of people who contributed to this discussion! Our latest episode, APN Podcast: What's the point of learning Finnish?, is now live. Listen to the episode via this embedded player, on Yle Areena, via Apple, Spotify or wherever you get your podcasts. How important is learning Finnish? Is it the central block to building a life in Finland? Or can you get by perfectly fine in English? We want to hear about your experiences, as we attempt to answer this quite divisive question in this week's episode of All Points North. Let us know your thoughts in the comments below, or if you'd like us to get in touch with you, feel free to drop us a line at allpointsnorth@yle.fi. We also welcome messages and especially voice notes via WhatsApp on +358 44 421 0909. Users with an Yle ID can leave comments on our news stories. You can create your Yle ID via this link. Our guidelines on commenting and moderation are explained here.",https://yle.fi/a/74-20183150#comments,"[{'label': '5 stars', 'score': 0.4874196946620941}]",1
